1	1	1	0	1
2	1	2	0	1
3	1	3	0	1
4	1	4	0	1
5	1	5	0	1
6	1	6	0	1
7	1	7	0	1
8	1	8	0	1
9	1	9	0	1
10	1	10	0	1
11	1	11	0	1
12	1	12	0	1
13	1	13	0	1
14	1	14	0	1
15	1	15	0	1
16	1	16	0	1
17	1	17	0	1
18	1	18	0	1
19	1	19	0	1
20	1	20	0	1
21	1	21	0	1
22	1	22	0	1
23	1	23	0	1
24	1	24	0	1
25	1	25	0	1
26	1	26	2	1
27	1	27	1	1
28	1	28	2	1
29	1	29	2	1
30	1	30	2	1
31	2	1	0	1
32	2	2	2	1
33	2	3	0	1
34	2	4	0	1
35	2	5	1	1
36	2	6	0	1
37	2	7	0	1
38	2	8	0	1
39	2	9	0	1
40	2	10	0	1
41	2	11	2	1
42	2	12	1	1
43	2	13	1	1
44	2	14	1	1
45	2	15	0	1
46	2	16	1	1
47	2	17	2	1
48	2	18	2	1
49	2	19	2	1
50	2	20	1	1
51	2	21	1	1
52	2	22	0	1
53	2	23	0	1
54	2	24	1	1
55	2	25	1	1
56	2	26	2	1
57	2	27	1	1
58	2	28	0	1
59	2	29	0	1
60	2	30	0	1
61	3	1	0	1
62	3	2	1	1
63	3	3	0	1
64	3	4	0	1
65	3	5	1	1
66	3	6	0	1
67	3	7	0	1
68	3	8	0	1
69	3	9	2	1
70	3	10	2	1
71	3	11	2	1
72	3	12	2	1
73	3	13	2	1
74	3	14	2	1
75	3	15	0	1
76	3	16	1	1
77	3	17	0	1
78	3	18	0	1
79	3	19	0	1
80	3	20	0	1
81	3	21	0	1
82	3	22	0	1
83	3	23	0	1
84	3	24	0	1
85	3	25	0	1
86	3	26	0	1
87	3	27	0	1
88	3	28	0	1
89	3	29	0	1
90	3	30	0	1
91	12	1	0	1
92	12	2	0	1
93	12	3	1	1
94	12	4	2	1
95	12	5	0	1
96	12	6	2	1
97	12	7	0	1
98	12	8	2	1
99	12	9	0	1
100	12	10	0	1
101	12	11	0	1
102	12	12	0	1
103	12	13	0	1
104	12	14	0	1
105	12	15	0	1
106	12	16	0	1
107	12	17	0	1
108	12	18	0	1
109	12	19	0	1
110	12	20	0	1
111	12	21	0	1
112	12	22	0	1
113	12	23	0	1
114	12	24	0	1
115	12	25	0	1
116	12	26	0	1
117	12	27	0	1
118	12	28	0	1
119	12	29	0	1
120	12	30	0	1
121	11	1	3	1
122	11	2	3	1
123	11	3	3	1
124	11	4	3	1
125	11	5	3	1
126	11	6	3	1
127	11	7	3	1
128	11	8	3	1
129	11	9	3	1
130	11	10	3	1
131	11	11	3	1
132	11	12	3	1
133	11	13	3	1
134	11	14	3	1
135	11	15	3	1
136	11	16	3	1
137	11	17	3	1
138	11	18	3	1
139	11	19	3	1
140	11	20	3	1
141	11	21	3	1
142	11	22	3	1
143	11	23	3	1
144	11	24	3	1
145	11	25	3	1
146	11	26	3	1
147	11	27	3	1
148	11	28	3	1
149	11	29	3	1
150	11	30	3	1
151	4	1	1	1
152	4	2	1	1
153	4	3	0	1
154	4	4	0	1
155	4	5	0	1
156	4	6	0	1
157	4	7	0	1
158	4	8	0	1
159	4	9	0	1
160	4	10	0	1
161	4	11	2	1
162	4	12	2	1
163	4	13	2	1
164	4	14	1	1
165	4	15	0	1
166	4	16	0	1
167	4	17	0	1
168	4	18	1	1
169	4	19	2	1
170	4	20	2	1
171	4	21	2	1
172	4	22	1	1
173	4	23	0	1
174	4	24	0	1
175	4	25	1	1
176	4	26	0	1
177	4	27	0	1
178	4	28	1	1
179	4	29	1	1
180	4	30	0	1
181	5	1	1	1
182	5	2	0	1
183	5	3	0	1
184	5	4	0	1
185	5	5	0	1
186	5	6	0	1
187	5	7	0	1
188	5	8	0	1
189	5	9	0	1
190	5	10	0	1
191	5	11	1	1
192	5	12	1	1
193	5	13	1	1
194	5	14	1	1
195	5	15	1	1
196	5	16	0	1
197	5	17	0	1
198	5	18	0	1
199	5	19	1	1
200	5	20	1	1
201	5	21	2	1
202	5	22	0	1
203	5	23	2	1
204	5	24	0	1
205	5	25	1	1
206	5	26	0	1
207	5	27	0	1
208	5	28	0	1
209	5	29	0	1
210	5	30	0	1
211	6	1	2	1
212	6	2	1	1
213	6	3	0	1
214	6	4	0	1
215	6	5	0	1
216	6	6	0	1
217	6	7	0	1
218	6	8	0	1
219	6	9	0	1
220	6	10	0	1
221	6	11	1	1
222	6	12	1	1
223	6	13	0	1
224	6	14	0	1
225	6	15	0	1
226	6	16	0	1
227	6	17	0	1
228	6	18	0	1
229	6	19	0	1
230	6	20	0	1
231	6	21	0	1
232	6	22	0	1
233	6	23	2	1
234	6	24	1	1
235	6	25	0	1
236	6	26	2	1
237	6	27	0	1
238	6	28	0	1
239	6	29	0	1
240	6	30	0	1
241	9	1	1	1
242	9	2	0	1
243	9	3	0	1
244	9	4	0	1
245	9	5	0	1
246	9	6	0	1
247	9	7	1	1
248	9	8	0	1
249	9	9	0	1
250	9	10	0	1
251	9	11	1	1
252	9	12	0	1
253	9	13	1	1
254	9	14	1	1
255	9	15	2	1
256	9	16	2	1
257	9	17	0	1
258	9	18	1	1
259	9	19	1	1
260	9	20	0	1
261	9	21	0	1
262	9	22	2	1
263	9	23	0	1
264	9	24	1	1
265	9	25	2	1
266	9	26	0	1
267	9	27	2	1
268	9	28	0	1
269	9	29	0	1
270	9	30	0	1
271	7	1	0	1
272	7	2	0	1
273	7	3	0	1
274	7	4	0	1
275	7	5	0	1
276	7	6	0	1
277	7	7	0	1
278	7	8	0	1
279	7	9	0	1
280	7	10	0	1
281	7	11	0	1
282	7	12	0	1
283	7	13	0	1
284	7	14	0	1
285	7	15	0	1
286	7	16	0	1
287	7	17	0	1
288	7	18	0	1
289	7	19	0	1
290	7	20	0	1
291	7	21	0	1
292	7	22	0	1
293	7	23	2	1
294	7	24	2	1
295	7	25	0	1
296	7	26	0	1
297	7	27	0	1
298	7	28	0	1
299	7	29	0	1
300	7	30	0	1
301	10	1	0	1
302	10	2	1	1
